==636== NVPROF is profiling process 636, command: python3 test.py
==636== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==636== Profiling application: python3 test.py
==636== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
6.64878s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64881s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64884s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64900s  80.864us                    -               -         -         -         -  576.00KB  6.7931GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64919s  1.2800us                    -               -         -         -         -      512B  381.47MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64926s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64930s  1.4400us                    -               -         -         -         -      512B  339.08MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64933s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64936s  1.2480us                    -               -         -         -         -        8B  6.1133MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64944s  9.4400us                    -               -         -         -         -  64.000KB  6.4656GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64951s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64956s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64960s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64963s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64966s  1.2160us                    -               -         -         -         -        8B  6.2742MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64980s  60.896us                    -               -         -         -         -  576.00KB  9.0206GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.64998s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65003s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65007s  1.2160us                    -               -         -         -         -      512B  401.55MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65010s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65013s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65021s  8.8320us                    -               -         -         -         -  64.000KB  6.9107GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65027s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65031s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65038s  1.2800us                    -               -         -         -         -      512B  381.47MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65041s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65044s  1.2800us                    -               -         -         -         -        8B  5.9605MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65076s  60.640us                    -               -         -         -         -  576.00KB  9.0586GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65096s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65102s  1.2800us                    -               -         -         -         -      512B  381.47MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65108s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65111s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65114s  1.2160us                    -               -         -         -         -        8B  6.2742MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65129s  19.456us                    -               -         -         -         -  64.000KB  3.1371GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65136s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65141s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65145s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65148s  1.2800us                    -               -         -         -         -      512B  381.47MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65153s  1.2160us                    -               -         -         -         -        8B  6.2742MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65165s  26.464us                    -               -         -         -         -  256.00KB  9.2254GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65173s  2.1760us                    -               -         -         -         -  1.0000KB  448.79MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65181s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65185s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65188s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65191s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65216s  715.78us                    -               -         -         -         -  4.5000MB  6.1395GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65325s  1.9840us                    -               -         -         -         -  2.0000KB  984.44MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65330s  1.6000us                    -               -         -         -         -  2.0000KB  1.1921GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65334s  12.832us                    -               -         -         -         -  2.0000KB  152.21MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65339s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65342s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65357s  51.808us                    -               -         -         -         -  512.00KB  9.4248GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65377s  1.2800us                    -               -         -         -         -  1.0000KB  762.94MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65382s  1.3440us                    -               -         -         -         -  1.0000KB  726.61MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.65388s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
